name_2020,migration_net,population,male_20_34_p,enrolled_9_12_p,enrolled_college_p,enrolled_grad_p,occ_com_sci_math_p,occ_eng_p,mult_desktop_laptop_p,inc_50_74,inc_75_99,inc_100_149,inc_150_199,median_income,mean_income
"Seneca Falls, NY Micro Area",404,34295,11.5,3.88,2.94,1.49,0.41,1.12,30.03,20.2,14.4,12.6,3.9,54865,71561
"Seneca, SC Micro Area",241,78314,8.42,4.36,4.53,0.7,0.64,2.34,28.67,18.2,10.2,12.5,4.2,49691,73240
"Sevierville, TN Micro Area",-17,98007,8.94,4.82,2.72,0.48,0.3,0.56,27.7,21.4,11.3,11.7,3.1,51734,68149
"Seymour, IN Micro Area",-312,44077,9.24,5.74,2.99,0.65,0.2,1.03,27.32,20.1,12.4,14.1,4.5,55097,68727
"Shawano, WI Micro Area",-39,45379,8.04,5.85,1.95,0.62,0.19,0.28,28.16,20.5,15.3,14,3.4,56121,69519
"Shawnee, OK Micro Area",-327,72511,9.17,6.04,5.69,0.71,0.29,0.49,24.01,19.5,12.9,12.3,4.4,51150,65838
"Sheboygan, WI Metro Area",-751,115152,9.29,5.2,4.07,0.68,0.62,1.42,32.55,20.9,14.6,16.7,4.8,62101,77174
"Shelby, NC Micro Area",170,97765,8.85,5.24,5.23,0.79,0.29,0.79,24.59,17.6,11.5,10.1,2.9,43512,57978
"Shelbyville, TN Micro Area",-190,48937,10.38,5.25,2.77,0.28,0.74,0.53,23.73,21.1,14.3,11.2,4.4,52973,71947
"Shelton, WA Micro Area",159,65326,9.57,4.86,2.78,0.61,0.35,0.83,31.65,20.5,14.2,15.9,6.2,60565,74678
"Sheridan, WY Micro Area",119,30397,8.94,4.26,4.61,0.72,0.52,1.55,34.32,14.8,15,17.2,5.7,59380,79002
"Sherman-Denison, TX Metro Area",353,133527,8.77,5.19,4.99,0.91,0.56,0.91,26.7,19.7,14.3,14.7,4.8,58296,75711
"Show Low, AZ Micro Area",111,110271,9.61,6.35,2.62,0.51,0.36,0.61,20.15,17.5,10.6,9.8,3.8,43140,56393
"Shreveport-Bossier City, LA Metro Area",-1482,397590,10.16,5.22,4.31,1.02,0.46,0.8,26.25,16.1,11,11.5,4.2,46610,78030
"Sidney, OH Micro Area",159,48610,8.88,6.14,3.12,0.65,0.49,1.01,29.24,20,15.6,17.7,5.3,64522,77516
"Sierra Vista-Douglas, AZ Metro Area",677,126442,10.23,5.14,4.34,0.94,1.03,1.29,31.68,19.5,12.6,12.6,4.3,51505,66022
"Sikeston, MO Micro Area",103,38538,9.09,4.71,3.41,0.88,0.24,0.34,25.45,20.3,9.6,11.2,2.9,46310,63389
"Silver City, NM Micro Area",-129,27391,7.39,4.35,3.82,1.37,0.36,1.55,28.33,12,10.7,11.6,2.6,37453,58280
"Sioux City, IA-NE-SD Metro Area",-518,144152,10.22,5.27,4.67,0.92,0.41,0.61,28.09,18.6,15.2,16.9,4.9,61399,78152
"Sioux Falls, SD Metro Area",498,264437,10.81,5.12,3.92,1.06,0.93,0.91,32.09,19.2,15.7,17.6,6.4,67713,85045
"Snyder, TX Micro Area",144,16918,11.66,6.09,4.03,0.86,0,0.08,23.24,17.4,10.3,15.7,4.6,50277,67720
"Somerset, KY Micro Area",-170,64789,8.49,5.13,3.84,0.89,0.35,0.7,26.47,16,11.8,10.3,3,40658,62430
"Somerset, PA Micro Area",248,73844,9.77,4.46,2.1,0.4,0.36,0.49,27.5,18.9,14.8,12.2,2.5,51255,65962
"Sonora, CA Micro Area",221,54147,10.4,4.4,4.43,0.57,0.58,1.24,32.63,17,13,16.8,5.8,60509,83401
"South Bend-Mishawaka, IN-MI Metro Area",119,322494,10.03,5.05,6.33,1.55,0.79,1.29,29.25,19.2,12.4,13.7,4.6,55101,75787
"Spartanburg, SC Metro Area",1116,313791,9.92,5.18,4.92,1.17,0.77,1.34,27.43,19.5,13.9,11.9,4.2,53757,70899
"Spearfish, SD Micro Area",42,25806,10.38,4.74,8.68,0.82,0.83,1.84,34.83,17.2,12.8,13.2,4.6,52146,77555
"Spencer, IA Micro Area",368,16138,8.78,5.01,2.51,0.18,0.17,0.15,33,17.2,15.2,12.8,3.6,51259,64595
"Spirit Lake, IA Micro Area",-306,17260,7.29,3.84,2.62,0.63,0.7,1.91,37.56,19.5,15.4,14.9,5.1,60975,81582
"Spokane-Spokane Valley, WA Metro Area",4275,558635,10.81,4.71,5.67,1.08,0.81,1.26,32.48,18.8,13.3,14.6,5.8,59656,79819
"Springfield, IL Metro Area",-82,208224,8.88,5.22,4.12,1.31,0.96,0.92,32.31,17.1,14,16.5,6.6,62590,82422
"Springfield, MA Metro Area",1709,698537,10.53,4.88,8.8,1.54,0.9,1.28,29.27,16.5,12.2,15.8,7.1,61360,83331
"Springfield, MO Metro Area",956,466897,10.91,4.52,7.52,1.31,0.71,0.51,30.97,19.4,12.4,11.8,3.8,50496,67385
"Springfield, OH Metro Area",-76,134409,8.86,5.4,4.3,0.64,0.6,0.67,29.91,19.7,12.7,12.8,3.9,51504,65570
"St. Cloud, MN Metro Area",965,200264,11.66,5.21,8.81,0.95,0.59,0.61,29.71,18.4,15.6,15.8,6.8,64118,80754
"St. George, UT Metro Area",-858,172127,9.03,6.12,5.21,0.82,0.73,0.91,29.62,20.4,13.7,16.2,5.6,61747,83100
"St. Joseph, MO-KS Metro Area",274,124946,10.95,5.1,4.81,0.81,0.38,0.58,25.41,19.5,13.5,13,3.9,53298,67539
"St. Louis, MO-IL Metro Area",1119,2806349,9.75,5.12,4.61,1.49,1.35,1.78,31.64,17.8,13.3,16.4,7,65725,89659
"St. Marys, GA Micro Area",-46,53960,13.94,5.74,3.68,1.33,0.33,1.02,28.46,17.3,14.1,17.1,5.4,60594,74348
"St. Marys, PA Micro Area",-398,30077,7.98,5.37,2.16,0.39,0.51,1.32,34.92,21.3,14.4,12.8,4,54961,68153
"Starkville, MS Micro Area",237,59320,17.36,4.22,22.86,3.62,0.76,1.66,27.76,15.3,10.6,9.1,4.3,40921,60062
"State College, PA Metro Area",2453,162264,17.02,3.25,19.63,4.6,1.63,3.12,30.83,17.1,12.4,15.7,6.5,61921,83172
"Statesboro, GA Micro Area",-219,77719,14.87,4.09,19.81,1.71,0.85,0.83,27.38,17.7,11.8,13.5,2.1,48786,68142
"Staunton, VA Metro Area",847,122714,9.15,4.39,2.99,1.14,0.73,1.1,29.51,18.7,15.2,14.9,4.6,58166,73022
"Steamboat Springs, CO Micro Area",4,25317,11.3,5.58,4.14,0.74,0.76,1.78,34.83,21.2,12.5,19.4,9.9,76198,103858
"Stephenville, TX Micro Area",241,42226,13.06,4.35,16.3,1.48,1.25,1.06,25.94,18.1,11.1,16.3,5.3,55383,75796
"Sterling, CO Micro Area",-173,22282,14.75,4.17,4.66,0.35,0.81,0.27,27.71,21.3,11.6,12.5,2,49560,61882
"Sterling, IL Micro Area",-184,55583,8.01,5.79,2.74,0.42,0.36,0.63,30.55,18.5,14,15.8,4.2,57172,74024
"Stevens Point, WI Micro Area",930,70822,12.28,4.22,10.63,1.02,1.23,0.99,32.96,20.2,13.4,16.3,6.1,60316,78097
"Stillwater, OK Micro Area",1618,81912,18.36,3.82,21.09,4.77,1.05,1.39,30.04,13.7,10.2,11.8,3.6,42103,61889
"Stockton, CA Metro Area",1397,751615,10.7,6.36,5.41,0.95,0.6,1,23.28,17.8,13,17,8.4,68628,90974
"Storm Lake, IA Micro Area",58,19950,10.74,5.85,6.15,0.34,0.19,0.21,26.86,19.6,12.5,11.7,6.7,54014,69954
"Sturgis, MI Micro Area",-252,60789,8.93,5.69,2.43,0.38,0.28,0.86,27.33,22.2,13.7,11.5,3.8,53253,67007
"Sulphur Springs, TX Micro Area",-299,36708,9.09,5.35,2.67,0.79,0.71,0.46,25.38,21.3,12.7,13.4,4.7,54600,70972
"Summerville, GA Micro Area",-268,24826,10.97,4.73,2.75,0.66,0.01,0.72,21.58,16.8,8.6,7.1,2.4,37351,48823
"Sumter, SC Metro Area",-368,140540,10.84,5.08,4.49,0.79,0.58,0.42,25.99,19.6,10.5,9.7,4.4,45854,60607
"Sunbury, PA Micro Area",36,91234,9.45,4.31,2.15,0.39,0.33,0.53,28.98,17.8,12.9,12.7,3.6,49273,63950
"Susanville, CA Micro Area",2144,30600,23.26,4.39,2.62,0.19,0.29,0.21,21.63,21.4,12.8,15.2,4.9,56971,69249
"Sweetwater, TX Micro Area",-97,14901,8.93,5.46,1.95,0.4,0.64,0.44,21.67,14.5,11.5,10.4,3.7,43692,65693
"Syracuse, NY Metro Area",-3234,650211,9.87,4.93,6.96,1.43,0.89,1.42,31.23,18,13.3,16.1,6.5,61890,81545
"Tahlequah, OK Micro Area",567,48871,11.5,5.47,8.75,0.68,0.46,0.71,22.89,19.5,12.1,8.6,2.3,43378,57075
"Talladega-Sylacauga, AL Micro Area",564,80244,9.31,5.06,4.44,0.42,0.35,0.36,24.01,17.4,11.6,10.8,3.2,43969,59060
"Tallahassee, FL Metro Area",1639,384783,13.27,4.53,12.78,2.88,1.08,1.05,31.57,17.7,11.7,13.2,4.9,53423,74602
"Tampa-St. Petersburg-Clearwater, FL Metro Area",12492,3152928,9.42,4.5,5.12,1.26,1.15,1.56,32.06,18.1,12.5,13.6,5.8,57097,81178
"Taos, NM Micro Area",50,32759,7.57,4.23,3.65,0.49,0.38,1.48,28.91,14.3,6.6,13,4.2,41973,69256
"Taylorville, IL Micro Area",-629,32705,9.52,4.77,3.03,0.48,0.46,0.57,31.25,21.5,13.5,11.4,4.8,52120,66056
"Terre Haute, IN Metro Area",319,186580,11.26,4.53,7.26,0.97,0.47,0.85,27.87,19.8,13.1,11.2,3.8,50418,64796
"Texarkana, TX-AR Metro Area",-290,149482,10.22,5.31,3.59,0.72,0.47,0.76,23.9,17.9,11.5,12.8,3.9,49496,68102
"The Dalles, OR Micro Area",406,26274,9.84,4.66,3.51,0.51,0.19,1.4,29.47,21.6,14,11.9,4.2,54725,76750
"The Villages, FL Metro Area",321,129938,4.59,1.77,1.34,0.15,1.12,2.13,37.31,21.3,15.1,14.4,5.3,59618,76015
"Thomaston, GA Micro Area",-58,26329,8.85,5.68,3.13,1.17,0.32,0.4,25.9,16.6,9.2,11,1.9,39221,53108
"Thomasville, GA Micro Area",575,44545,8.8,5.29,3.66,1.29,0.35,0.6,27.75,16,11.5,12.3,5,47133,67917
"Tiffin, OH Micro Area",-644,55251,9.76,5.26,6.7,0.71,0.56,0.37,28.82,20.8,13.7,13.3,3.3,52897,66908
"Tifton, GA Micro Area",-221,40590,9.9,5.68,7.51,0.46,0.4,0.23,22.67,18.1,10.3,10.9,3.5,44827,63049
"Toccoa, GA Micro Area",-12,25934,9.64,5.58,6.4,0.45,0.81,0.35,27.59,20.5,9.2,13.7,2.6,46766,57713
"Toledo, OH Metro Area",634,643724,10.34,5.12,6.16,1.26,0.52,1.36,30.96,18.3,12,13.6,5,53600,73282
"Topeka, KS Metro Area",-696,232248,8.7,5.31,3.53,0.76,0.84,0.76,31.07,20,14.8,14.7,4.9,59815,75526
"Torrington, CT Micro Area",163,181143,8.17,5.12,4.29,0.95,1.05,1.67,34.31,16.3,13.1,20.6,9.6,81590,108576
"Traverse City, MI Micro Area",-801,149717,8.39,4.73,4.13,0.83,0.7,1.66,33.08,19.3,15.4,15.7,5,64466,82433
"Trenton-Princeton, NJ Metro Area",-131,368085,10.25,5.25,7,1.74,2.29,3.05,28.54,14,12.1,17.4,10.3,83306,120965
"Troy, AL Micro Area",-247,33274,13.66,3.64,15.87,2.24,1.08,0.69,20.26,14.3,9.4,11.6,4.4,39218,61289
"Truckee-Grass Valley, CA Micro Area",-296,99417,7.09,4.48,3.39,0.62,0.7,2.16,35.17,16.5,13.1,16,7.6,68333,96245
"Tucson, AZ Metro Area",6861,1038476,11.15,5.07,7.02,1.48,0.97,2.03,31.55,18.1,12.7,13.4,5.2,55023,75662
"Tullahoma-Manchester, TN Micro Area",-31,104419,9.12,5.12,4.49,0.82,0.61,1.7,26.25,19.6,12.3,11.4,3.5,50266,67865
"Tulsa, OK Metro Area",1376,996141,10.06,5.36,4.23,0.94,0.69,1.39,28.61,18.1,12.9,14.1,5.4,57341,80237
"Tupelo, MS Micro Area",-1028,165851,9.48,5.09,4.72,0.77,0.29,0.51,22.04,18,13.6,12,3.6,50132,66478
"Tuscaloosa, AL Metro Area",-1748,251878,12.25,4.44,10,1.57,0.61,1.21,24.29,17.1,11.4,14.2,4.2,50871,68357
"Twin Falls, ID Metro Area",250,110272,10.02,5.96,4.1,0.53,0.15,0.54,27.22,22.9,12.6,12.2,4,53944,69924
"Tyler, TX Metro Area",-1788,230184,10.03,5.29,5.68,1.02,0.7,1.03,21.63,19.7,13,14.7,5.2,59450,79716
"Ukiah, CA Micro Area",411,87110,8.51,4.99,4.46,0.77,0.42,0.63,28.95,18.7,10.8,13.5,5.2,52915,74102
"Union City, TN Micro Area",144,30343,7.77,5.67,2.49,0.44,0.35,0.66,24.85,16.9,11.4,7.4,1.6,39985,53667
"Union, SC Micro Area",66,27325,7.56,5.24,2.57,0.78,0.65,0.49,23.51,21.3,8.9,7.9,2.3,41117,55181
"Urban Honolulu, HI Metro Area",-696,979682,12.16,4.29,6.06,1.39,1.03,1.8,26.56,15.9,13.5,19.9,11.3,87722,112641
"Urbana, OH Micro Area",6,38861,9.1,5.41,3.86,0.27,0.49,0.65,29.32,23.9,14.3,14.9,5.1,59909,71474
"Utica-Rome, NY Metro Area",-89,290812,9.75,4.94,4.89,0.89,0.92,1.15,29.66,18.8,14,15.2,5.6,58983,74963
"Uvalde, TX Micro Area",-214,26899,10.14,6.79,4.55,0.75,0.23,0.34,20.93,19.4,10.3,8.5,4.9,45936,60347
"Valdosta, GA Metro Area",914,146462,13.07,5.36,7.96,1.18,0.46,0.66,25.18,18.1,11.1,10.5,3.3,43859,62066
"Vallejo, CA Metro Area",2032,444538,11.06,5.14,5.63,1.13,0.7,1.36,28.8,16.5,14.8,20.3,10.9,84638,104791
"Van Wert, OH Micro Area",-411,28213,8.43,5.13,2.75,0.78,0.26,0.69,30.28,23.1,15.9,11.8,4.3,55991,68418
"Vermillion, SD Micro Area",-124,14076,14.3,3.75,26.12,4.07,0.42,0.76,31.24,16.1,13.4,10.7,5.9,51447,79915
"Vernal, UT Micro Area",-431,35736,10.65,6.89,2.83,0.66,0.34,0.57,22.71,18,14.8,17.4,3.5,59428,76435
"Vernon, TX Micro Area",148,12717,10.05,3.77,4.38,1.39,0.17,0.05,25.62,16.6,12.3,12.8,2.8,45121,57372
"Vicksburg, MS Micro Area",-403,46030,8.83,4.89,4.12,0.82,0.62,1.95,24.95,17.1,9.5,11.2,4.5,46909,65247
"Victoria, TX Metro Area",544,99622,10.19,5.39,4.12,0.53,0.54,1.12,23.02,17.7,12.5,15.2,6.3,58629,79184
"Vidalia, GA Micro Area",-347,36016,8.86,5.64,5.11,0.56,0.35,0.16,21.83,13.8,10.4,10.9,5.2,41607,65681
"Vincennes, IN Micro Area",194,36833,10.68,4.21,7.27,0.86,0.6,0.33,27.59,16.7,13,11,3.7,47394,66219
"Vineland-Bridgeton, NJ Metro Area",-829,150085,11.22,5.41,3.55,0.68,0.4,0.48,23.81,17.5,12.7,15.5,4.3,55709,79965
"Vineyard Haven, MA Micro Area",22,17430,7.69,3.99,2.81,0.7,0.43,0.92,34.37,19.3,12.4,18.9,7,77318,109342
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",11822,1768956,12.16,4.82,6.34,1.68,1.22,1.63,30.78,18.8,14.1,17.7,7.3,68454,89417
"Visalia, CA Metro Area",-888,463955,10.86,6.98,5.62,0.67,0.32,0.32,20.08,17.7,12.8,12.9,5.1,52534,72092
"Wabash, IN Micro Area",-243,31198,8.87,5.35,5.68,0.63,0.42,0.82,29.57,22.1,15.7,12.1,3.8,56573,65607
"Waco, TX Metro Area",-641,271326,11.5,5.33,8.76,1.35,0.52,0.74,25.27,15.5,11.4,13.3,4.9,49534,70800
"Wahpeton, ND-MN Micro Area",-138,22509,9.7,4.79,7.32,0.59,0.3,1.2,33.09,17.9,15.1,14.6,5.2,59705,75071
"Walla Walla, WA Metro Area",26,60785,11.84,5.15,8.9,0.9,0.72,1.03,30.61,18.5,12.8,15.7,6.1,60615,79504
"Wapakoneta, OH Micro Area",-123,45709,8.74,5.69,2.49,0.91,0.25,0.88,32.79,21.7,15.9,17.2,6.1,66193,78396
"Warner Robins, GA Metro Area",49,182819,10.37,5.63,7.15,1.38,1.42,1.9,29.29,17.9,13.6,17.3,6.7,63074,78422
"Warren, PA Micro Area",-178,39466,7.97,4.93,2.25,0.42,0.56,0.81,31.99,19.3,14.5,12.1,3,52034,66855
"Warrensburg, MO Micro Area",987,53948,16.25,4,12.81,1.32,0.56,1,30.04,23.5,12.7,15.4,2.9,56440,68362
"Warsaw, IN Micro Area",742,79156,9.99,5.59,3.23,0.78,0.76,1.75,29.79,20.9,15.3,15.6,4.7,62789,77118
"Washington Court House, OH Micro Area",17,28609,9.19,5.3,2.33,0.41,0.54,0.49,27.48,18.9,11.9,11.3,4.5,48637,63245
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",23250,6250309,10.5,5.19,5.39,2.2,2.8,3.14,31.52,13.1,12.3,20,13.1,106415,138719
"Washington, IN Micro Area",-53,33277,9.74,4.83,1.75,0.18,0.33,0.38,19.76,21.2,11.1,15.3,5,53800,67874
"Washington, NC Micro Area",-467,47160,7.5,5.31,2.94,0.3,0.56,0.91,29.92,17.8,11.8,12.4,4,48051,65151
"Waterloo-Cedar Falls, IA Metro Area",-1140,169107,11.49,4.45,9.45,1.21,0.58,1.41,30.5,19.4,13.5,15.3,5,58996,77937
"Watertown-Fort Atkinson, WI Micro Area",282,84837,8.82,4.9,5.82,0.77,0.6,1.05,30.86,18.3,14.4,19.2,7,67167,82153
"Watertown-Fort Drum, NY Metro Area",644,111454,15.89,4.34,4.44,0.83,0.54,0.89,30.18,19,15.1,13.4,4.6,54726,70620
"Watertown, SD Micro Area",-104,34237,9.37,5.52,4.21,0.39,0.21,0.54,30.86,20.8,15.4,13.7,4.1,59849,71378
"Wauchula, FL Micro Area",-155,27027,11.72,6.41,3.33,0.2,0.03,0.19,17.26,16.9,8.7,10.7,1,40165,60964
"Wausau-Weston, WI Metro Area",-70,163172,8.73,4.95,3.59,0.52,0.57,0.79,32.52,19.4,16.6,15.8,4.7,62237,79026
"Waycross, GA Micro Area",-616,55081,9.73,5.43,2.72,0.47,0.16,0.29,21.71,17.9,10.3,8.7,2.6,41363,56769
"Weatherford, OK Micro Area",36,28929,13.28,3.98,12.21,1.12,0.35,0.3,26.81,16.9,8.7,18.1,4.1,51351,70992
"Weirton-Steubenville, WV-OH Metro Area",180,117223,8.39,4.3,4.67,0.74,0.32,0.39,29.21,19,12.5,11.4,2.8,47525,60922
"Wenatchee, WA Metro Area",-68,119173,9.47,5.66,3.74,0.51,0.48,0.89,29.29,19.9,13.4,15.7,6.8,62894,85009
"West Plains, MO Micro Area",-103,40130,8.74,5.61,3.01,1.52,1.11,0.41,25.81,17.4,10.5,7.2,2,39482,50822
"West Point, MS Micro Area",-120,19515,9.11,5.69,3.7,0.74,0.33,0.32,21.86,12.5,8.8,9.5,2,33209,54175
"Wheeling, WV-OH Metro Area",-320,140199,9.53,4.97,3.78,0.78,0.46,0.73,26.96,17.3,12.3,12.7,4.2,49928,68248
"Whitewater, WI Micro Area",1148,103391,10.24,5.18,8.22,0.85,0.59,0.9,32.7,19.8,14.6,16.9,6.5,66034,84481
"Wichita Falls, TX Metro Area",1383,151352,12.55,4.66,6.04,0.98,0.6,0.87,26.15,18.3,12.4,13.1,3.8,51099,67321
"Wichita, KS Metro Area",1828,639668,10.37,5.76,4.99,1.32,0.74,1.59,29.65,18.8,13.1,15.1,5.4,58333,76654
"Williamsport, PA Metro Area",-287,114014,9.8,4.26,5.9,0.63,0.5,0.83,29.69,19.9,14.2,13.6,3.8,54906,69117
"Williston, ND Micro Area",558,36044,15.09,4.51,3.33,0.39,0.57,0.82,31.21,16.4,15.3,18.5,10.1,79508,108499
"Willmar, MN Micro Area",143,42909,9.84,5.08,3.54,0.62,0.54,0.59,29.82,18.7,17,16.1,4.6,64252,79212
"Wilmington, NC Metro Area",1015,293339,10.28,4.34,7.41,1.19,1.17,1.72,34.02,18,12.2,13.9,5.5,57488,82665
"Wilmington, OH Micro Area",151,42000,9.22,5.35,5.2,0.93,0.4,0.96,28.35,19.6,14.1,13.7,4,54683,69349
"Wilson, NC Micro Area",-110,81579,8.7,5.85,4.55,0.61,0.46,0.93,25.44,17.5,10.9,11.2,3,44594,61143
"Winchester, VA-WV Metro Area",255,139270,8.99,5.28,4.13,1.09,0.84,1.05,28.68,19.6,14.8,17.1,7.7,69417,88106
"Winfield, KS Micro Area",39,35090,9.73,5.75,5.84,0.62,0.44,0.66,28.32,19.6,14,12.5,2.7,50786,65630
"Winnemucca, NV Micro Area",284,16834,9.72,5.8,4.13,0.44,0.28,0.65,28.37,17.9,12.7,18.5,5.6,66123,82441
"Winona, MN Micro Area",-524,50744,13.06,4.2,16.21,0.5,0.93,1.03,31.51,18.1,14.3,15.2,5.9,60020,77811
"Winston-Salem, NC Metro Area",1191,671156,8.95,5.43,4.74,1.02,0.82,1.02,29.93,18.4,13,12.2,4.5,52607,72782
"Wisconsin Rapids-Marshfield, WI Micro Area",-476,72892,8.32,4.85,2.82,0.45,0.65,0.47,33.36,21.9,14.1,13,3.3,55684,71853
"Woodward, OK Micro Area",142,24288,10.84,5.76,1.8,0.34,0.42,0.59,24.78,17.7,14.8,14.4,2.2,54746,71232
"Wooster, OH Micro Area",-423,116063,9.45,4.49,4.68,0.78,0.55,1.08,28.23,21.9,15.1,14.4,4.7,61424,75691
"Worcester, MA-CT Metro Area",-1304,943312,9.99,5.24,6.15,1.54,1.45,2.33,30.59,15.7,12.6,18.4,9.6,75705,98534
"Worthington, MN Micro Area",-206,21667,9.43,5.6,2.86,0.54,0.2,0.38,25.36,18.4,15,14.3,3.4,56000,69914
"Yakima, WA Metro Area",430,250649,10.29,6.49,3.49,0.71,0.25,0.34,22.87,20.9,13.4,12.6,4.5,54917,71505
"Yankton, SD Micro Area",150,22746,10.09,5.24,2.67,0.93,0.55,0.94,32.31,21.3,17.5,13.2,4.1,61878,78115
"Yauco, PR Metro Area",0,88203,8.91,5.36,5.92,0.59,0.43,0.42,13.97,6.6,2.2,0.7,0.1,15754,22566
"York-Hanover, PA Metro Area",1522,447628,9.21,5.09,3.76,0.89,0.81,1.2,30,19.9,15.5,18.1,7.1,68940,84662
"Youngstown-Warren-Boardman, OH-PA Metro Area",-2202,538115,9.05,4.96,4.12,0.73,0.62,1.07,30.03,18.4,11.9,11.9,3.4,48020,64412
"Yuba City, CA Metro Area",655,173839,11.09,5.86,5.86,0.8,0.44,0.98,25.5,17.8,13.2,16.6,6.4,61655,80579
"Yuma, AZ Metro Area",1309,211931,12.69,6.03,5.2,0.59,0.23,0.68,24.46,18.6,13.9,10.8,3.6,48790,63925
"Zanesville, OH Micro Area",-442,86033,9.43,4.9,4.22,0.61,0.31,0.56,27.1,18.8,11.8,10.7,4.1,48350,64932
"Zapata, TX Micro Area",163,14243,,,,,,,,13.6,8.2,7.6,2.4,32945,56743
